0,1,ground_truth,predict
2.139278650283813477e-01,1.263626962900161743e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.612700819969177246e-01,4.822704195976257324e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.357334852218627930e-01,6.247105002403259277e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.911916851997375488e-01,-1.049505114555358887e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.081933021545410156e+00,2.349536895751953125e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.003412693738937378e-02,-7.213707268238067627e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.546323239803314209e-01,-9.982435405254364014e-02,1.000000000000000000e+00,0.000000000000000000e+00
7.552600502967834473e-01,-8.919881582260131836e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.203036427497863770e+00,-1.311942815780639648e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.969990581274032593e-02,2.789613008499145508e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.044217824935913086e-01,6.132862567901611328e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.459104299545288086e-01,-2.726315259933471680e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.090074777603149414e-01,-7.600883245468139648e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.012715697288513184e-01,7.470203638076782227e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.054227918386459351e-02,1.563364416360855103e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.108612343668937683e-01,8.769883215427398682e-02,0.000000000000000000e+00,1.000000000000000000e+00
-1.484004139900207520e+00,1.171864509582519531e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.499091744422912598e+00,2.037816286087036133e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.483116269111633301e-01,-8.512095808982849121e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.332177758216857910e+00,-1.627037525177001953e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.564859867095947266e-01,5.395252108573913574e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.784990906715393066e-01,6.472734212875366211e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.893834590911865234e-01,5.988183021545410156e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.171097040176391602e-01,8.600481152534484863e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.356227695941925049e-01,3.114266991615295410e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.771692156791687012e-01,1.027665019035339355e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.199661865830421448e-01,-3.023251891136169434e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.444147348403930664e-01,-4.316396117210388184e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.472719609737396240e-01,-1.924589276313781738e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.225440144538879395e-01,-6.871876120567321777e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.670354485511779785e-01,9.769707322120666504e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.431419491767883301e-01,-7.459205985069274902e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.972441315650939941e-01,3.090427517890930176e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.620152920484542847e-02,-9.106985479593276978e-02,1.000000000000000000e+00,0.000000000000000000e+00
7.906104922294616699e-01,-6.078365445137023926e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.327005863189697266e-01,2.691685557365417480e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.595276117324829102e-01,4.575712084770202637e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.591475725173950195e-01,-2.753043770790100098e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.568722367286682129e-01,-7.059925198554992676e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.783761918544769287e-01,-4.448770880699157715e-01,1.000000000000000000e+00,0.000000000000000000e+00
-1.811699867248535156e-01,3.791150450706481934e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.169796824455261230e+00,1.271761059761047363e+00,1.000000000000000000e+00,1.000000000000000000e+00
-5.122527480125427246e-01,1.058562397956848145e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.665950059890747070e-01,3.333659172058105469e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.233309030532836914e-01,4.421375393867492676e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.655466437339782715e-01,-9.681267738342285156e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.497100353240966797e+00,-1.204890847206115723e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.589078664779663086e-01,9.377666115760803223e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.915477871894836426e-01,-7.563497126102447510e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.251263260841369629e+00,1.312292337417602539e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.607161164283752441e-01,-9.063791632652282715e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.052246093750000000e-01,-4.756688475608825684e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.781710982322692871e+00,1.872596621513366699e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.484985113143920898e-01,-4.487653970718383789e-01,1.000000000000000000e+00,0.000000000000000000e+00
-3.886076211929321289e-01,4.899125099182128906e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.670957207679748535e-01,-3.491039872169494629e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.656334519386291504e-01,-7.296908497810363770e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.979030370712280273e-01,1.707536429166793823e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.867224097251892090e-01,-1.140642404556274414e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.671767532825469971e-01,-2.488777041435241699e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.286679625511169434e-01,-4.941172599792480469e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.898446857929229736e-01,3.921276330947875977e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.521418213844299316e+00,-1.327153921127319336e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.416391253471374512e+00,1.804874181747436523e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.650337576866149902e-01,-4.696673154830932617e-02,0.000000000000000000e+00,1.000000000000000000e+00
-1.668686151504516602e+00,2.429440498352050781e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.073497653007507324e-01,-8.847355246543884277e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.574286997318267822e-01,5.991778969764709473e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.479306101799011230e+00,-1.390044808387756348e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.750189661979675293e+00,1.807173728942871094e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.217026352882385254e+00,1.079811930656433105e+00,1.000000000000000000e+00,1.000000000000000000e+00
-5.648178458213806152e-01,6.934170126914978027e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.484210819005966187e-02,-1.648808419704437256e-01,1.000000000000000000e+00,0.000000000000000000e+00
-2.949913144111633301e-01,-2.993823885917663574e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.208208918571472168e-01,-5.335631966590881348e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.070553600788116455e-01,-1.746175289154052734e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.452983796596527100e-01,-6.510668992996215820e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.142721548676490784e-01,1.182590574026107788e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.662096232175827026e-01,-2.961202710866928101e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.530004739761352539e-01,-5.936188697814941406e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.772596716880798340e-01,-4.974898099899291992e-01,1.000000000000000000e+00,0.000000000000000000e+00
6.817619204521179199e-01,-7.271657586097717285e-01,1.000000000000000000e+00,0.000000000000000000e+00
-3.149649500846862793e-01,9.919005632400512695e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.986406654119491577e-02,-1.371757984161376953e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.042617201805114746e-01,-7.382491230964660645e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.706431865692138672e-01,4.433695673942565918e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.556213021278381348e-01,-5.697739124298095703e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.654779613018035889e-01,9.398198127746582031e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.158103570342063904e-01,-2.594077587127685547e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.107789456844329834e-01,-7.419515252113342285e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.011680513620376587e-02,8.961558341979980469e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.024152219295501709e-01,-6.068886518478393555e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.174940049648284912e-01,-3.469334244728088379e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.936126649379730225e-01,2.391752451658248901e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.937984585762023926e-01,-6.587182879447937012e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.446072399616241455e-01,1.726358681917190552e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.665441811084747314e-01,-3.643670082092285156e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.155130088329315186e-01,-4.873126149177551270e-01,1.000000000000000000e+00,0.000000000000000000e+00
-2.377630770206451416e-01,1.965955346822738647e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.871199309825897217e-01,-1.058029681444168091e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.159950673580169678e-01,-3.923830389976501465e-01,1.000000000000000000e+00,0.000000000000000000e+00
-2.805119454860687256e-01,1.977228075265884399e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.637568831443786621e-01,-4.924945235252380371e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.652560412883758545e-03,1.360493451356887817e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.438371419906616211e-01,-3.478894233703613281e-01,1.000000000000000000e+00,0.000000000000000000e+00
7.425535321235656738e-01,-7.981474995613098145e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.426193118095397949e-01,-4.713059067726135254e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.328854978084564209e-01,-4.521452784538269043e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.148531079292297363e-01,7.703316807746887207e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.552696406841278076e-01,-4.425069093704223633e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.432185351848602295e-01,-2.203259021043777466e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.230082273483276367e+00,-1.309761524200439453e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.312079906463623047e-01,1.577634364366531372e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.476367354393005371e-01,6.487879157066345215e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.702497601509094238e-01,3.631225228309631348e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.504590451717376709e-01,-1.452172547578811646e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.716204464435577393e-01,-4.435632824897766113e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.539374917745590210e-02,-6.501778960227966309e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.241091638803482056e-01,-3.370196223258972168e-01,1.000000000000000000e+00,0.000000000000000000e+00
-2.576409578323364258e-01,2.193594127893447876e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.826804757118225098e-01,-3.029461503028869629e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.111713081598281860e-02,-4.157841205596923828e-02,1.000000000000000000e+00,1.000000000000000000e+00
-3.739729821681976318e-01,1.801577955484390259e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.107350945472717285e+00,-7.975748181343078613e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.655350863933563232e-01,-4.145978093147277832e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.115389406681060791e-01,-6.318952441215515137e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.473787337541580200e-02,-1.289113461971282959e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.385694742202758789e-01,-5.886362195014953613e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.493827223777770996e-01,6.688855290412902832e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.473688721656799316e-01,5.303512215614318848e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.736003756523132324e-01,4.673402905464172363e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.594929680228233337e-02,-2.865241840481758118e-02,1.000000000000000000e+00,0.000000000000000000e+00
-1.211800351738929749e-01,-1.104201972484588623e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.271917462348937988e-01,-1.202112436294555664e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.210869193077087402e-01,-8.602643013000488281e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.360921978950500488e-01,-8.725699037313461304e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.728609651327133179e-01,-3.758435845375061035e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.897757411003112793e-01,-4.136549830436706543e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.196545958518981934e-01,1.983024179935455322e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.861193060874938965e-01,-2.833636999130249023e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.581300795078277588e-01,-2.135154157876968384e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.880237817764282227e-01,-5.562943816184997559e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.896951317787170410e-01,-8.025256395339965820e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.729773283004760742e-01,2.001541703939437866e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.101898074150085449e-01,2.883902192115783691e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.579018115997314453e-01,1.284372657537460327e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.983651995658874512e-01,3.578128814697265625e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.169866085052490234e-01,-4.252362847328186035e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.832904577255249023e-01,-4.047099947929382324e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.288886070251464844e-01,-7.426082342863082886e-02,1.000000000000000000e+00,1.000000000000000000e+00
-4.194251298904418945e-01,8.132053911685943604e-02,1.000000000000000000e+00,1.000000000000000000e+00
2.093893289566040039e-01,-2.691573500633239746e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.608570754528045654e-01,-3.415226340293884277e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.770601123571395874e-01,-1.716028451919555664e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.760235428810119629e-01,-5.475255250930786133e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.310366094112396240e-01,-3.446366190910339355e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.738155126571655273e-01,3.931793570518493652e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.836940675973892212e-02,-2.412417382001876831e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.150082826614379883e-01,2.756895422935485840e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.451196342706680298e-02,4.252801537513732910e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.752548336982727051e-01,-4.752194285392761230e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.755089282989501953e-01,2.931934595108032227e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.703513681888580322e-01,-3.686134815216064453e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.841490209102630615e-03,1.212675124406814575e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.854622125625610352e-01,4.898715019226074219e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.269324600696563721e-01,-5.096905827522277832e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.281056165695190430e-01,4.379880428314208984e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.298694968223571777e-01,6.266451478004455566e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.573967337608337402e-01,-4.676587581634521484e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.339578628540039062e-01,7.560529112815856934e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.573249936103820801e-01,-4.562266469001770020e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.314595580101013184e-01,3.143151402473449707e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.146686196327209473e-01,-4.436920881271362305e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.863086462020874023e-01,1.024429351091384888e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.806966960430145264e-03,-1.274833828210830688e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.391477227210998535e-01,-8.570150732994079590e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.407785892486572266e-01,-6.622341275215148926e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.231785044074058533e-01,3.272119760513305664e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.277559995651245117e-01,1.274477690458297729e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.827672123908996582e-01,-4.685966968536376953e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.154303193092346191e-01,6.831840276718139648e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.867546617984771729e-01,-2.778093218803405762e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.921273708343505859e-01,-2.042497694492340088e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.620398163795471191e-01,-2.598502039909362793e-01,1.000000000000000000e+00,0.000000000000000000e+00
-4.162873923778533936e-01,2.090379744768142700e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.068690836429595947e-01,-5.190646648406982422e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.326434850692749023e-01,3.060110807418823242e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.394498348236083984e-01,-2.210708856582641602e-01,1.000000000000000000e+00,0.000000000000000000e+00
-2.862659692764282227e-01,2.322745174169540405e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.206464812159538269e-02,-2.731948494911193848e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.845741391181945801e-01,1.534178704023361206e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.059321284294128418e-01,-5.625253915786743164e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.792414516210556030e-02,-5.428183078765869141e-02,1.000000000000000000e+00,1.000000000000000000e+00
-2.082787752151489258e-01,-4.368148744106292725e-03,0.000000000000000000e+00,1.000000000000000000e+00
-2.208451628684997559e-01,4.530072808265686035e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.782755255699157715e-01,2.867200970649719238e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.233392596244812012e-01,4.989145696163177490e-02,0.000000000000000000e+00,1.000000000000000000e+00
-1.350851655006408691e-01,4.338876605033874512e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.024121820926666260e-01,5.161648988723754883e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.478802561759948730e+00,-1.356984138488769531e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.269326567649841309e-01,-3.885565996170043945e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.322250247001647949e-01,-7.101849317550659180e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.489045023918151855e-01,-5.859694629907608032e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.369074463844299316e+00,-1.216594099998474121e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.770774245262145996e+00,-2.187914848327636719e+00,1.000000000000000000e+00,0.000000000000000000e+00
-9.055562019348144531e-01,4.394419789314270020e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.514834165573120117e-01,-5.285792946815490723e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.755494892597198486e-01,-1.860281825065612793e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.778094351291656494e-01,-1.839419454336166382e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.525660753250122070e-01,1.317569166421890259e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.577103495597839355e-01,-6.568006277084350586e-01,1.000000000000000000e+00,0.000000000000000000e+00
-3.173577785491943359e-02,1.554646342992782593e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.529823422431945801e-01,-8.275228142738342285e-01,1.000000000000000000e+00,0.000000000000000000e+00
-4.846381545066833496e-01,4.776562452316284180e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.948553025722503662e-03,2.011504769325256348e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.871106207370758057e-01,-3.973582386970520020e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.278831958770751953e+00,-8.203853964805603027e-01,1.000000000000000000e+00,0.000000000000000000e+00
-9.310946613550186157e-02,-1.963560730218887329e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.999956727027893066e-01,-2.889105677604675293e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.920506834983825684e-01,-2.508484721183776855e-01,1.000000000000000000e+00,0.000000000000000000e+00
-1.613600552082061768e-01,2.261262089014053345e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.371687293052673340e-01,1.225992292165756226e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.247873425483703613e-01,-6.336697936058044434e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.597629904747009277e-01,-7.973424792289733887e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.036602497100830078e+00,-1.208137512207031250e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.629338562488555908e-01,-1.309537515044212341e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.407292485237121582e+00,-1.589140772819519043e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.787805557250976562e-01,3.646376729011535645e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.385618031024932861e-01,1.175711452960968018e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.345846533775329590e+00,-7.122210264205932617e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.229144111275672913e-01,-3.300942778587341309e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.410459637641906738e-01,-4.469854831695556641e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.703906357288360596e-01,1.620049625635147095e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.008118748664855957e+00,-1.222213506698608398e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.601933240890502930e-01,-8.951560854911804199e-01,0.000000000000000000e+00,0.000000000000000000e+00
